"Station Name","CHARLOTTETOWN A"
"Province","PRINCE EDWARD ISLAND"
"Latitude","46.29"
"Longitude","-63.13"
"Elevation","48.80"
"Climate Identifier","8300300"
"WMO Identifier","71706"
"TC Identifier","YYG"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1960-09","1960","09","18.8","","9.6","","14.2","","27.2","","2.8","","90.9","","0.0","","90.9","","0","","25","","84",""
"1960-10","1960","10","10.7","","2.4","","6.6","","16.1","","-4.4","","75.4","","0.0","","75.4","","0","","11","","80",""
"1960-11","1960","11","6.7","","0.0","","3.4","","15.6","","-6.7","S","54.6","","3.8","","58.4","","0","","23","","105",""
"1960-12","1960","12","0.4","","-8.2","","-3.9","","11.7","","-17.2","","17.3","","66.8","","84.1","","10","","11","","113",""
"1961-01","1961","01","-6.9","","-15.2","","-11.1","","3.3","","-23.3","","2.8","","104.4","","107.2","","89","","2","","121",""
"1961-02","1961","02","-5.3","","-14.6","","-10.0","","3.9","","-26.7","","41.1","","51.1","","92.2","","61","","34","","129",""
"1961-03","1961","03","-2.1","","-9.4","","-5.8","","4.4","","-19.4","","13.0","","76.7","","89.7","","71","","34","","121",""
"1961-04","1961","04","3.6","","-2.1","","0.8","","10.0","","-6.7","","25.9","","37.8","","63.8","","8","","5","","74",""
"1961-05","1961","05","13.8","","3.8","","8.8","","25.0","","-3.9","","102.6","","0.0","T","102.6","","0","","9","","84",""
"1961-06","1961","06","20.6","","10.6","","15.6","","27.2","","3.9","","111.8","","0.0","","111.8","","0","","29","","61",""
"1961-07","1961","07","22.4","","13.2","","17.8","","27.8","","8.3","","29.5","","0.0","","29.5","","0","","32","","64","S"
"1961-08","1961","08","24.1","","13.2","","18.7","","28.9","","7.8","S","35.3","","0.0","","35.3","","0","","25","","56","S"
"1961-09","1961","09","20.8","","11.8","","16.3","","28.3","","3.3","","73.7","","0.0","","73.7","","0","","23","","97",""
"1961-10","1961","10","13.8","","6.2","","10.0","","21.1","S","-0.6","S","131.3","","0.0","T","131.3","","0","","25","","89",""
"1961-11","1961","11","7.6","","1.9","","4.8","","17.2","","-5.0","","86.9","","16.8","","103.6","","0","","32","","80",""
"1961-12","1961","12","0.8","","-4.6","","-1.9","","10.0","","-11.7","","50.3","","60.5","","110.7","","0","","29","","90",""
"1962-01","1962","01","-2.4","","-13.1","","-7.8","","7.8","","","M","3.3","","51.1","","54.4","","5","","29","","121","S"
"1962-02","1962","02","-7.3","","-16.4","","-11.9","","7.8","","-25.6","","9.9","","87.9","","97.8","","43","","34","","89",""
"1962-03","1962","03","0.8","","-6.1","","-2.7","","12.2","","-16.1","","9.7","","78.0","","87.1","","13","","2","","95",""
"1962-04","1962","04","6.9","","-1.6","","2.7","","13.3","","-5.6","","121.2","","41.1","","162.3","","0","","11","","116",""
"1962-05","1962","05","12.4","","2.5","","7.5","","25.0","","-3.9","","33.5","","2.3","","35.8","","0","","25","","92",""
"1962-06","1962","06","18.6","","8.6","","13.6","","29.4","","3.3","","87.4","","0.0","","87.4","","0","","34","","87",""
"1962-07","1962","07","18.6","","10.9","","14.8","","26.1","","6.1","","160.8","","0.0","","160.8","","0","","25","","64",""
"1962-08","1962","08","21.3","","13.3","","17.3","","26.7","","8.9","S","124.5","","0.0","","124.5","","0","","2","","82",""
"1962-09","1962","09","16.3","","9.6","","13.0","","21.7","","3.3","","146.1","","0.0","","146.1","","0","","25","","74",""
"1962-10","1962","10","11.7","","4.4","","8.1","","20.6","","-1.7","","118.1","","0.0","T","118.1","","0","","25","","116",""
"1962-11","1962","11","6.8","","0.2","","3.5","","18.3","","-3.9","","167.4","","8.4","","175.8","","0","","11","","109",""
"1962-12","1962","12","0.7","","-8.4","","-3.9","","12.2","S","-18.9","","30.2","","101.6","","131.8","","33","","9","","153",""
"1963-01","1963","01","-0.6","","-8.4","","-4.5","","7.2","","-17.2","","88.1","","60.2","","148.3","","15","","23","","142",""
"1963-02","1963","02","-4.8","","-14.3","","-9.6","","6.1","","-21.1","","31.5","","87.6","","119.1","","48","","7","","106",""
"1963-03","1963","03","-1.2","","-9.1","","-5.2","","10.6","","-18.9","","2.8","","98.0","","100.8","","15","","14","","129",""
"1963-04","1963","04","3.8","","-2.6","","0.6","","15.0","","-8.3","S","21.6","","64.3","","85.9","","0","T","5","","121",""
"1963-05","1963","05","14.6","","4.1","","9.4","","25.0","","-1.1","","98.3","","0.0","","98.3","","0","","29","","80",""
"1963-06","1963","06","18.2","","8.6","","13.4","","26.1","","2.2","","55.4","","0.0","","55.4","","0","","25","","84",""
"1963-07","1963","07","23.2","","14.5","","18.9","","30.6","","10.6","S","103.1","","0.0","","103.1","","0","","23","","72",""
"1963-08","1963","08","20.4","","12.4","","16.4","","26.7","","5.6","","158.5","","0.0","","158.5","","0","","27","","77",""
"1963-09","1963","09","16.6","","7.8","","12.2","","22.8","S","3.3","S","145.0","","0.0","","145.0","","0","","25","","89",""
"1963-10","1963","10","14.4","","4.9","","9.7","","23.3","","-1.1","","55.6","","0.0","T","55.6","","0","","14","","97",""
"1963-11","1963","11","8.2","","1.1","","4.7","","16.7","","-6.1","","130.0","","2.0","","132.1","","0","","23","","97",""
"1963-12","1963","12","-4.5","","-12.5","","-8.5","","7.2","S","-22.8","","39.9","","86.4","","126.2","","48","","34","","177",""
"1964-01","1964","01","-3.1","","-11.5","","-7.3","","6.1","S","-21.1","","40.4","","68.8","","109.2","","18","","27","","84","S"
"1964-02","1964","02","-2.6","","-11.1","","-6.9","","5.0","","-20.6","","55.1","","95.8","","151.9","","30","","34","","105",""
"1964-03","1964","03","0.2","","-7.0","","-3.4","","8.3","","-16.1","","30.5","","63.8","","100.6","","23","","25","","105",""
"1964-04","1964","04","5.1","","-2.8","","1.2","","13.3","","-12.2","","88.9","","41.7","","130.0","","0","","34","","113",""
"1964-05","1964","05","14.0","","3.4","","8.7","","26.1","","-2.8","S","57.4","","0.0","","57.4","","0","","25","","93",""
"1964-06","1964","06","17.6","","8.2","","12.9","","26.7","","3.3","S","56.1","","0.0","","56.1","","0","","25","","80",""
"1964-07","1964","07","21.9","","13.4","","17.7","","27.8","","10.0","","56.1","","0.0","","56.1","","0","","23","","68",""
"1964-08","1964","08","21.1","","11.9","","16.5","","27.2","","9.4","S","64.0","","0.0","","64.0","","0","","5","","64","S"
"1964-09","1964","09","16.8","","7.7","","12.3","","23.3","","2.8","S","60.5","","0.0","","60.5","","0","","25","","72","S"
"1964-10","1964","10","11.5","","4.0","","7.8","","18.9","","-1.1","","64.8","","0.0","T","64.8","","0","","25","","87",""
"1964-11","1964","11","4.4","","-2.6","","0.9","","10.6","","-10.6","","33.8","","30.5","","73.7","","0","","36","","109",""
"1964-12","1964","12","0.1","","-6.8","","-3.4","","11.1","","-16.1","","74.7","","140.2","","206.8","","25","","9","","97",""
"1965-01","1965","01","-4.2","","-12.4","","-8.3","","5.6","","-25.0","","15.0","","136.4","","135.1","","69","","36","","105",""
"1965-02","1965","02","-3.7","","-12.7","","-8.2","","5.6","","-22.8","","38.9","","65.5","","95.0","","33","","11","","121",""
"1965-03","1965","03","-1.2","","-6.8","","-4.0","","4.4","","-13.3","S","19.1","","32.0","","58.9","","15","","29","","92",""
"1965-04","1965","04","4.4","","-2.8","","0.8","","12.8","","-7.8","S","19.1","","22.4","","45.7","","0","T","34","","109",""
"1965-05","1965","05","12.2","","2.2","","7.2","","20.6","","-1.7","S","36.1","","0.0","","36.1","","0","","34","","80",""
"1965-06","1965","06","19.4","","8.8","","14.1","","27.2","S","4.4","S","27.2","","0.0","","27.2","","0","","5","","72","S"
"1965-07","1965","07","23.2","","12.8","","18.0","","27.2","","6.1","","36.8","","0.0","","36.8","","0","","25","","64","S"
"1965-08","1965","08","22.3","","13.0","","17.7","","29.4","","5.0","","80.5","","0.0","","80.5","","0","","23","","80",""
"1965-09","1965","09","17.8","","8.2","","13.0","","28.9","","0.0","","24.9","","0.0","","24.9","","0","","36","","72",""
"1965-10","1965","10","11.6","","2.8","","7.2","","19.4","","-5.6","","86.1","","0.0","T","86.1","","0","","23","","80","S"
"1965-11","1965","11","4.0","","-3.0","","0.5","","12.2","S","-7.2","","94.0","","28.4","","129.5","","0","T","27","","87",""
"1965-12","1965","12","-1.6","","-8.1","","-4.9","","8.3","S","-15.6","","31.8","","46.0","","75.9","","18","","34","","80",""
"1966-01","1966","01","-1.6","","-7.8","","-4.7","","5.0","","-17.8","","0.5","","113.8","","117.1","","51","","11","","132",""
"1966-02","1966","02","-3.4","","-11.7","","-7.6","","5.0","","-26.7","","17.0","","88.1","","103.9","","61","","5","","116",""
"1966-03","1966","03","3.2","","-4.4","","-0.6","","11.1","","-13.9","","63.8","","15.7","","80.3","","0","T","11","","80",""
"1966-04","1966","04","6.7","","-2.3","","2.2","","14.4","","-6.7","","9.1","","1.5","","14.7","","0","","29","","80",""
"1966-05","1966","05","13.9","","3.6","","8.8","","26.7","","-2.8","S","81.3","","1.5","","84.3","","0","","27","","116",""
"1966-06","1966","06","19.7","","9.3","","14.5","","27.8","","4.4","S","90.9","","0.0","","90.9","","0","","5","","77",""
"1966-07","1966","07","23.2","","13.2","","18.2","","27.8","","10.0","S","53.1","","0.0","","53.1","","0","","27","","97",""
"1966-08","1966","08","23.3","","13.2","","18.3","","28.3","","7.8","","36.1","","0.0","","36.1","","0","","23","","80",""
"1966-09","1966","09","17.9","","8.2","","13.1","","25.6","","2.8","S","101.6","","0.0","","101.6","","0","","23","","121",""
"1966-10","1966","10","12.7","","4.4","","8.6","","20.6","","-3.9","","131.3","","0.0","T","131.3","","0","","27","","126",""
"1966-11","1966","11","8.4","","1.6","","5.0","","16.1","S","-7.2","","70.1","","24.1","","96.0","","0","","25","","97",""
"1966-12","1966","12","2.3","","-4.1","","-0.9","","13.3","","-11.7","S","50.3","","40.4","","88.6","","0","T","27","","105",""
"1967-01","1967","01","-1.8","","-10.3","","-6.1","","3.9","","-22.8","","4.8","","79.0","","80.5","","18","","36","","80","S"
"1967-02","1967","02","-4.3","","-15.4","","-9.9","","3.3","S","-26.7","","6.1","","97.0","","105.4","","69","","25","","132",""
"1967-03","1967","03","-2.8","","-11.9","","-7.4","","3.3","","-20.0","","0.0","","166.9","","163.8","","61","","36","","116",""
"1967-04","1967","04","2.9","","-6.0","","-1.6","","8.9","S","-12.2","","18.5","","69.9","","88.6","","10","","5","","93",""
"1967-05","1967","05","9.7","","1.3","","5.5","","16.1","","-1.7","","145.8","","13.5","","159.5","","0","","9","","105",""
"1967-06","1967","06","21.1","","9.6","","15.4","","29.4","","1.1","","118.4","","0.0","","118.4","","0","","25","","72",""
"1967-07","1967","07","25.1","","15.7","","20.4","","28.3","","11.7","","61.0","","0.0","","61.0","","0","","25","","56",""
"1967-08","1967","08","23.7","","15.0","","19.4","","26.7","S","10.6","S","93.7","","0.0","","93.7","","0","","25","","72",""
"1967-09","1967","09","18.9","","9.4","","14.2","","25.6","","2.8","S","103.6","","0.0","","103.6","","0","","20","","106",""
"1967-10","1967","10","12.9","","5.3","","9.1","","20.6","","0.0","","172.0","","0.0","T","172.0","","0","","25","","80",""
"1967-11","1967","11","6.6","","-0.4","","3.1","","18.9","","-10.0","","63.5","","68.1","","144.8","","10","","25","","116",""
"1967-12","1967","12","0.0","","-7.1","","-3.6","","7.8","","-18.3","","62.5","","88.1","","138.9","","15","","14","","89",""
"1968-01","1968","01","-5.6","","-14.3","","-10.0","","4.4","","-25.6","","24.9","","119.1","","129.5","","43","","29","","114",""
"1968-02","1968","02","-5.5","","-14.3","","-9.9","","6.7","","-23.9","","12.7","","73.7","","94.0","","43","","27","","124",""
"1968-03","1968","03","2.1","","-7.1","","-2.5","","10.0","","-20.0","","67.6","","35.3","","111.3","","3","","9","","97",""
"1968-04","1968","04","9.0","","-0.7","","4.2","","19.4","","-6.1","","75.7","","1.0","","76.7","","0","","27","","93",""
"1968-05","1968","05","13.1","","2.5","","7.8","","23.3","","-1.7","","35.3","","0.0","","35.3","","0","","36","","80",""
"1968-06","1968","06","17.1","","7.4","","12.3","","23.3","","2.2","S","142.2","","0.0","","142.2","","0","","2","","74",""
"1968-07","1968","07","24.1","","13.2","","18.7","","28.9","S","8.9","","10.7","","0.0","","10.7","","0","","27","","61",""
"1968-08","1968","08","20.6","","10.8","","15.7","","28.3","","6.1","S","102.4","","0.0","","102.4","","0","","25","","80",""
"1968-09","1968","09","19.8","","10.7","","15.3","","26.1","S","6.1","S","59.4","","0.0","","59.4","","0","","25","","51",""
"1968-10","1968","10","13.8","","5.3","","9.6","","23.3","","0.0","","143.3","","0.0","T","143.3","","0","","27","","137",""
"1968-11","1968","11","4.3","","-2.3","","1.0","","11.7","","-10.0","","159.0","","42.9","","202.7","","5","","29","","105",""
"1968-12","1968","12","0.3","","-5.9","","-2.8","","11.1","","-17.2","","77.7","","61.7","","145.8","","3","","14","","145",""
"1969-01","1969","01","-1.4","","-8.5","","-5.0","","5.6","","-20.6","","50.5","","81.0","","132.3","","25","","9","","105",""
"1969-02","1969","02","-0.9","","-7.1","","-4.0","","5.6","","-20.0","","23.6","","40.4","","59.2","","15","","9","","132",""
"1969-03","1969","03","1.2","","-6.3","","-2.6","","9.4","","-16.7","","41.7","","33.3","","78.2","","8","","27","","93",""
"1969-04","1969","04","6.2","","-2.4","","1.9","","21.7","","-11.1","","64.3","","20.8","","89.4","","0","","9","","64",""
"1969-05","1969","05","12.2","","2.5","","7.4","","25.0","","-2.2","","72.4","","1.8","","74.9","","0","","32","","72",""
"1969-06","1969","06","21.3","","10.6","","16.0","","28.3","S","3.3","S","86.4","","0.0","","86.4","","0","","36","","51","S"
"1969-07","1969","07","21.9","","12.0","","17.0","","27.8","S","5.6","","108.7","","0.0","","108.7","","0","","9","","64",""
"1969-08","1969","08","22.8","","13.6","","18.2","","28.3","","6.1","","43.9","","0.0","","43.9","","0","","20","","56","S"
"1969-09","1969","09","18.1","","9.2","","13.7","","27.8","","-0.6","","102.1","","0.0","","102.1","","0","","14","","71",""
"1969-10","1969","10","10.9","","2.6","","6.8","","20.0","","-3.3","S","57.2","","9.9","","68.1","","0","","27","","93",""
"1969-11","1969","11","8.3","","1.2","","4.8","","18.3","","-8.9","","143.8","","11.7","","153.7","","8","","5","","80",""
"1969-12","1969","12","3.1","","-3.8","","-0.4","","13.3","","-12.8","","67.3","","45.5","","111.5","","0","T","11","","93",""
"1970-01","1970","01","-7.6","","-15.3","","-11.5","","3.3","","-23.3","","2.3","","27.4","","31.2","","8","","32","","80","S"
"1970-02","1970","02","-1.8","","-11.6","","-6.7","","11.1","","-20.0","","29.0","","34.0","","62.2","","18","","9","","84",""
"1970-03","1970","03","0.8","","-6.2","","-2.7","","7.2","","-13.3","","11.4","","45.2","","58.4","","0","T","36","","89","S"
"1970-04","1970","04","6.1","","-2.3","","1.9","","14.4","","-6.7","","53.8","","33.8","","88.6","","0","","29","","97",""
"1970-05","1970","05","14.1","","4.4","","9.3","","22.8","","-1.1","S","91.4","","0.0","","91.4","","0","","25","","69",""
"1970-06","1970","06","20.1","","9.2","","14.7","","27.2","","2.8","","87.9","","0.0","","87.9","","0","","27","","72",""
"1970-07","1970","07","23.9","","14.3","","19.1","","30.0","S","6.1","","71.4","","0.0","","71.4","","0","","25","","58",""
"1970-08","1970","08","23.0","","14.2","","18.6","","31.7","","8.3","","141.7","","0.0","","141.7","","0","","11","","51",""
"1970-09","1970","09","16.1","","8.3","","12.2","","23.3","","3.9","","88.9","","0.0","","88.9","","0","","20","","61",""
"1970-10","1970","10","13.5","","5.2","","9.4","","22.2","","-1.1","S","139.7","","1.3","","141.0","","0","","2","","71",""
"1970-11","1970","11","7.3","","0.2","","3.8","","14.4","S","-3.3","","84.3","","2.0","","86.1","","0","","14","","93",""
"1970-12","1970","12","-2.9","","-10.7","","-6.8","","6.7","","-20.0","","17.3","","230.1","","239.5","","91","","5","","113",""
"1971-01","1971","01","-5.5","","-14.8","","-10.2","","4.4","S","-26.1","","13.2","","57.9","","58.4","","36","","11","","101",""
"1971-02","1971","02","-2.8","","-11.2","","-7.0","","8.9","","-27.8","","42.7","","33.0","","70.6","","10","","23","","61",""
"1971-03","1971","03","1.6","","-4.8","","-1.6","","8.3","","-10.0","S","24.1","","112.8","","140.5","","15","","9","","97",""
"1971-04","1971","04","7.1","","-0.8","","3.2","","16.7","","-7.2","","83.6","","13.5","","96.5","","0","T","20","","56",""
"1971-05","1971","05","15.2","","5.2","","10.2","","23.3","S","-1.1","","149.1","","0.0","","149.1","","0","","34","","66",""
"1971-06","1971","06","18.4","","8.1","","13.3","","27.2","","2.2","","51.1","","0.0","","51.1","","0","","25","","56",""
"1971-07","1971","07","23.5","","13.7","","18.6","","28.3","","7.2","","41.1","","0.0","","41.1","","0","","27","","45",""
"1971-08","1971","08","22.6","","12.9","","17.8","","29.4","","6.7","","164.1","","0.0","","164.1","","0","","23","","77",""
"1971-09","1971","09","18.9","","9.3","","14.1","","27.2","","1.1","","20.1","","0.0","","20.1","","0","","27","","97",""
"1971-10","1971","10","12.9","","4.2","","8.6","","19.4","","-2.8","S","53.8","","0.0","T","53.8","","0","","14","","87",""
"1971-11","1971","11","5.1","","-1.2","","2.0","","16.7","","-6.7","","87.6","","52.1","","141.0","","5","","34","","89","S"
"1971-12","1971","12","-1.7","","-10.2","","-6.0","","5.6","S","-21.1","","19.3","","109.2","","114.3","","15","","18","","93",""
"1972-01","1972","01","-2.4","","-13.0","","-7.7","","8.9","","-23.3","","50.8","","71.6","","112.3","","10","","27","","101",""
"1972-02","1972","02","-4.8","","-14.7","","-9.8","","8.9","","-25.6","","20.1","","68.1","","87.1","","20","","14","","121",""
"1972-03","1972","03","-0.6","","-9.8","","-5.2","","10.0","","-19.4","","40.4","","127.5","","196.1","","30","","36","","80",""
"1972-04","1972","04","3.4","","-5.3","","-1.0","","12.8","","-11.1","","3.3","","110.5","","101.3","","5","","34","","105",""
"1972-05","1972","05","14.3","","2.1","","8.2","","28.9","","-5.0","","119.4","","0.0","T","119.4","","0","","25","","69",""
"1972-06","1972","06","21.1","","10.8","","16.0","","28.9","","1.7","","86.4","","0.0","","86.4","","0","","25","","64",""
"1972-07","1972","07","22.8","","13.1","","18.0","","30.0","","7.2","","74.2","","0.0","","74.2","","0","","25","","55",""
"1972-08","1972","08","21.9","","11.4","","16.7","","26.1","","4.4","","47.2","","0.0","","47.2","","0","","32","","51","S"
"1972-09","1972","09","18.4","","8.9","","13.7","","26.7","","2.2","","69.3","","0.0","","69.3","","0","","32","","87",""
"1972-10","1972","10","10.7","","2.5","","6.6","","21.7","","-2.2","S","133.9","","17.0","","149.4","","0","","14","","80",""
"1972-11","1972","11","3.7","","-3.1","","0.3","","12.8","","-13.3","","108.0","","24.1","","129.8","","0","","36","","89",""
"1972-12","1972","12","-2.2","","-11.3","","-6.8","","11.7","","-20.0","","61.0","","114.0","","162.3","","18","","23","","111",""
"1973-01","1973","01","-2.9","","-13.2","","-8.1","","8.9","","-23.3","S","52.1","","68.1","","119.6","","15","","34","","90",""
"1973-02","1973","02","-3.3","","-12.4","","-7.9","","8.9","","-24.4","","43.7","","113.5","","151.9","","28","","2","","130",""
"1973-03","1973","03","2.7","","-6.8","","-2.1","","11.1","S","-21.1","","45.7","","36.3","","78.7","","0","T","32","","82",""
"1973-04","1973","04","7.0","","-0.9","","3.1","","20.0","S","-6.7","","75.9","","13.5","","88.9","","0","T","23","","72",""
"1973-05","1973","05","12.3","","3.6","","8.0","","21.7","","-0.6","S","97.5","","0.8","","98.3","","0","","36","","74",""
"1973-06","1973","06","20.7","","11.2","","16.0","","27.8","","3.3","S","111.3","","0.0","","111.3","","0","","2","","97",""
"1973-07","1973","07","24.5","","15.7","","20.1","","30.0","","8.9","","90.9","","0.0","","90.9","","0","","23","","56",""
"1973-08","1973","08","22.5","","13.9","","18.2","","27.8","","7.8","","84.1","","0.0","","84.1","","0","","20","","48",""
"1973-09","1973","09","17.1","","7.4","","12.3","","25.0","","0.6","","45.0","","0.0","","45.0","","0","","27","","64",""
"1973-10","1973","10","11.6","","3.6","","7.6","","20.0","","-3.3","","86.1","","0.0","T","86.1","","0","","29","","97",""
"1973-11","1973","11","4.2","","-2.0","","1.1","","13.3","S","-6.7","","64.8","","13.7","","76.7","","0","","32","","84",""
"1973-12","1973","12","3.8","","-4.7","","-0.5","","14.4","S","-13.3","","91.4","","17.8","","105.2","","0","","25","","89",""
"1974-01","1974","01","-4.3","","-14.2","","-9.3","","6.7","","-26.7","","19.8","","65.5","","74.7","","15","","18","","84",""
"1974-02","1974","02","-3.7","","-13.0","","-8.4","","8.9","","-22.2","","53.8","","93.7","","146.8","","13","","36","","105",""
"1974-03","1974","03","0.7","","-7.7","","-3.5","","8.9","","-17.2","","57.7","","52.3","","106.2","","5","","32","","113",""
"1974-04","1974","04","6.2","","-1.4","","2.4","","18.3","","-7.2","","67.1","","42.4","","112.0","","0","T","27","","64","S"
"1974-05","1974","05","10.1","","1.2","","5.7","","23.3","","-3.3","","80.5","","5.8","","86.6","","0","","32","","72","S"
"1974-06","1974","06","20.4","","9.5","","15.0","","26.7","","5.0","S","51.1","","0.0","","51.1","","0","","25","","61","S"
"1974-07","1974","07","21.6","","12.3","","17.0","","25.6","","7.2","","110.2","","0.0","","110.2","","0","",,"","<31",""
"1974-08","1974","08","23.5","","13.5","","18.5","","30.6","","7.8","","82.6","","0.0","","82.6","","0","","25","","56",""
"1974-09","1974","09","18.0","","8.2","","13.1","","23.3","","0.6","","76.5","","0.0","T","76.5","","0","","23","","82",""
"1974-10","1974","10","9.9","","0.9","","5.4","","22.8","","-6.7","S","65.0","","27.9","","94.7","","0","","27","","74",""
"1974-11","1974","11","5.8","","-1.3","","2.3","","13.9","","-8.9","","82.3","","16.3","","104.4","","5","","7","","97",""
"1974-12","1974","12","0.7","","-5.6","","-2.5","","13.3","","-14.4","","70.1","","41.9","","120.4","","13","","9","","89",""
"1975-01","1975","01","-2.8","","-11.6","","-7.2","","7.2","","-23.9","S","12.7","","144.3","","149.6","","51","","34","","97",""
"1975-02","1975","02","-5.8","","-15.0","","-10.4","","5.0","","-24.4","","9.4","","45.0","","53.8","","36","","16","","61",""
"1975-03","1975","03","0.1","","-7.8","","-3.9","","10.0","","-16.7","","23.1","","90.9","","115.1","","20","","34","","93",""
"1975-04","1975","04","3.9","","-2.6","","0.7","","12.8","","-11.7","","29.0","","33.3","","62.7","","3","","9","","82",""
"1975-05","1975","05","13.8","","3.5","","8.7","","23.9","","-3.3","","59.4","","0.0","T","59.7","","0","","2","","77","S"
"1975-06","1975","06","20.9","","9.2","","15.1","","31.1","","0.6","","41.7","","0.0","T","41.7","","0","","11","","64","S"
"1975-07","1975","07","26.2","","15.2","","20.7","","33.9","","7.8","","47.0","","0.0","","47.0","","0","","14","","130",""
"1975-08","1975","08","23.2","","13.2","","18.2","","31.7","","7.8","","42.2","","0.0","","42.2","","0","","34","","56",""
"1975-09","1975","09","19.2","","9.4","","14.3","","23.3","","5.0","","67.3","","0.0","","67.3","","0","","20","","64","S"
"1975-10","1975","10","11.8","","3.6","","7.7","","22.2","","-1.1","","92.2","","4.1","","96.8","","0","","36","","74",""
"1975-11","1975","11","7.8","","-0.2","","3.8","","18.3","S","-6.7","","96.8","","22.4","","125.0","","3","","36","","72",""
"1975-12","1975","12","-0.3","","-9.2","","-4.8","","12.8","","-22.2","","110.2","","81.8","","188.7","","13","","14","","93",""
"1976-01","1976","01","-3.6","","-13.6","","-8.6","","10.6","","-25.0","","19.6","","103.1","","123.4","","10","","23","","93",""
"1976-02","1976","02","-1.1","","-11.5","","-6.3","","13.3","","-18.9","","66.3","","56.9","","122.4","","3","","23","","130",""
"1976-03","1976","03","1.7","","-7.7","","-3.0","","13.9","","-16.1","","12.4","","48.5","","61.0","","0","T","32","","97",""
"1976-04","1976","04","7.5","","-0.9","","3.3","","17.2","","-6.7","S","62.2","","13.7","","78.2","","0","","2","","60",""
"1976-05","1976","05","15.5","","5.1","","10.3","","26.1","","-0.6","","106.9","","0.0","T","106.9","","0","","14","","71",""
"1976-06","1976","06","21.4","","10.5","","16.0","","28.9","S","0.6","","78.7","","0.0","","78.7","","0","","5","","84",""
"1976-07","1976","07","23.0","","13.4","","18.2","","28.9","","8.9","","83.1","","0.0","","83.1","","0","","9","","47",""
"1976-08","1976","08","22.8","","13.8","","18.3","","32.2","","7.2","","101.9","","0.0","","101.9","","0","","16","","48",""
"1976-09","1976","09","18.1","","9.2","","13.7","","25.0","","2.8","","109.7","","0.0","","109.7","","0","","23","","48",""
"1976-10","1976","10","11.7","","3.1","","7.4","","21.7","","-3.9","","121.7","","0.0","T","121.7","","0","","23","","84",""
"1976-11","1976","11","3.6","","-3.4","","0.1","","13.9","","-8.9","","90.2","","41.1","","131.6","","0","T","29","","74","S"
"1976-12","1976","12","-0.8","","-12.0","","-6.4","","10.0","S","-22.2","","102.1","","56.9","","157.2","","8","","9","","114",""
"1977-01","1977","01","-4.7","","-14.3","","-9.5","","5.9","","-22.0","S","43.1","","44.8","","87.7","","11","","13","S","93","B"
"1977-02","1977","02","-3.0","","-11.7","","-7.4","","6.4","","-21.2","","18.0","","59.5","","73.7","","20","","25","","83","E"
"1977-03","1977","03","2.1","","-4.4","","-1.2","","9.7","","-9.6","","30.3","","73.7","","107.3","","6","","36","","98","E"
"1977-04","1977","04","6.2","","-2.5","","1.9","","19.4","","-10.0","","29.5","","40.0","","71.0","","0","T","27","","115","E"
"1977-05","1977","05","13.9","","2.9","","8.4","","31.2","","-2.5","","83.6","","5.6","","89.2","","0","","34","","74","E"
"1977-06","1977","06","18.3","","9.9","","14.1","","27.8","","4.6","","114.5","","0.0","","114.5","","0","","20","S","56","B"
"1977-07","1977","07","23.0","","12.7","","17.9","","29.1","","9.3","","125.9","","0.0","","125.9","","0","","19","","59","E"
"1977-08","1977","08","23.7","","13.8","","18.8","","30.3","","10.0","","91.8","","0.0","","91.8","","0","","35","","52","E"
"1977-09","1977","09","16.4","","8.7","","12.6","","22.8","","3.5","","155.2","","0.0","","155.2","","0","","1","","102","E"
"1977-10","1977","10","12.3","","4.4","","8.4","","20.2","","-1.7","","174.1","","1.3","","175.4","","0","","27","","74","E"
"1977-11","1977","11","8.4","","0.4","","4.4","","18.2","","-7.6","","61.4","","10.9","","72.0","","0","T","23","","76","E"
"1977-12","1977","12","0.2","","-6.8","","-3.3","","9.8","","-17.3","","83.7","","90.2","","168.3","","20","","33","","96","E"
"1978-01","1978","01","-2.4","","-10.8","","-6.6","","9.8","","-23.9","","150.2","","105.9","","250.2","","23","","22","","93","E"
"1978-02","1978","02","-4.5","","-13.2","","-8.9","","2.4","","-23.9","","6.0","","83.6","","83.8","","48","","6","","85","E"
"1978-03","1978","03","-0.2","","-8.9","","-4.6","","6.9","","-15.7","","12.2","","45.8","","56.8","","11","","28","","85","E"
"1978-04","1978","04","3.8","","-2.5","","0.7","","13.1","","-9.8","","41.4","","57.0","","107.5","","8","","34","","65","B"
"1978-05","1978","05","15.9","","3.9","","9.9","","27.2","","-2.0","","32.1","","0.0","T","32.3","","0","","24","","74","E"
